DIRE,LINEA,STOP_ID
"RAMIREZ DE VELASCO, JUAN 1597",19,1003881
"RAMIREZ DE VELASCO, JUAN 1597",90,1003881
AYACUCHO 1834,110,1000771
AYACUCHO 1834,17,1000771
DE LOS INCAS AV. 5487,123,1003479
DE LOS INCAS AV. 5487,87,1003479
SANTA FE AV. 3222,12,1000842
DE LOS INCAS AV. 5495,80,1003329
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",33,1006933
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",7,1006933
"CARRIL, SALVADOR MARIA DEL AV. y TRIPOLI sobre el metrobus",176,14665
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",106,1006935
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",28,1006939
PARAGUAY 3950,36,1000243
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",75,1006936
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",126,1006932
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",20,1006932
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",26,1006938
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",9,1006938
SANTA FE AV. 3181,152,1000149
SANTA FE AV. 3181,68,1000149
DE LOS CONSTITUYENTES AV. 3497,111,1004138
THAMES 1416,55,1000662
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",143,1006937
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",195,1006937
DEL LIBERTADOR AV. nan,92,1001731
DEL LIBERTADOR AV. nan,93,1001731
"ANTARTIDA ARGENTINA AV. y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",33,587
CHORROARIN AV. y MORLOTE sobre el metrobus,113,4052
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",23,1006931
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",5,1006931
LAS HERAS GENERAL AV. 2110,108,1000524
LAS HERAS GENERAL AV. 2110,37,1000524
"DEL LIBERTADOR AV. y PELLEGRINI, CARLOS sobre el metrobus",129,4202
"DEL LIBERTADOR AV. y PELLEGRINI, CARLOS sobre el metrobus",130,4202
"PAZ, GRAL. AV. y SAN MARTIN AV. sobre el metrobus",117,15999
"ANTARTIDA ARGENTINA AV. y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",20,4057
"ANTARTIDA ARGENTINA AV. y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",92,4057
DE LOS CONSTITUYENTES AV. 3494,111,1004137
GRIVEO 3485,107,1005532
CORDOBA AV. 5349,140,1000090
CORDOBA AV. 5349,151,1000090
CORDOBA AV. 5349,168,1000090
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",91,1006941
"PAZ, GRAL. AV. COLECTORA nan",28,1005794
"PAZ, GRAL. AV. COLECTORA nan",117,1005793
"PAZ, GRAL. AV. COLECTORA nan",28,1005793
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",132,1006942
LAS HERAS GENERAL AV. 2089,102,1000418
LAS HERAS GENERAL AV. 2089,108,1000418
"PAZ, GRAL. AV. COLECTORA nan",21,1005792
SANTA FE AV. 3151,194,1000147
PARAGUAY 3908,111,1000244
PARAGUAY 3908,160,1000244
PARAGUAY 3908,188,1000244
HONDURAS 4895,39,1000146
"CORBETA URUGUAY y PY, COMODORO AV. sobre el metrobus",22,4079
"CORBETA URUGUAY y PY, COMODORO AV. sobre el metrobus",45,4079
CAMPILLO 3814,111,1004140
"CARRIL, SALVADOR MARIA DEL AV. 2712",108,1004672
"CARRIL, SALVADOR MARIA DEL AV. 2712",123,1004672
DEL LIBERTADOR AV. nan,130,1002059
DEL LIBERTADOR AV. nan,62,1002059
SERRANO 1487,55,1000667
"PAZ, GRAL. AV. y SAN MARTIN AV. sobre el metrobus",161,4089
"LOPEZ, VICENTE 1949",101,1000775
LAS HERAS GENERAL AV. 2080,10,1000525
LAS HERAS GENERAL AV. 2080,59,1000525
"PY, COMODORO AV. nan",26,1002879
"PY, COMODORO AV. nan",33,1002879
"PY, COMODORO AV. nan",45,1002879
"PY, COMODORO AV. nan",91,1002879
"SCALABRINI ORTIZ, RAUL AV. 1827",110,1000288
"SCALABRINI ORTIZ, RAUL AV. 1827",141,1000288
"SCALABRINI ORTIZ, RAUL AV. 1827",15,1000288
PUEYRREDON AV. 1867,61,1000970
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",108,1006929
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",150,1006929
CALLAO AV. 1751,110,1000635
"URIBURU JOSE E., PRES. 1683",95,1001043
"URIBURU JOSE E., PRES. 1683",93,1001045
"GUZMAN y NEWBERY, JORGE AV. sobre el metrobus",108,4281
"GUZMAN y NEWBERY, JORGE AV. sobre el metrobus",76,4281
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",22,1006928
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",50,1006928
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",6,1006928
MOSCONI GENERAL AV. 3312,107,1005542
MOSCONI GENERAL AV. 3312,114,1005542
MOSCONI GENERAL AV. 3312,87,1005542
DEL LIBERTADOR AV. 498,92,1001729
DEL LIBERTADOR AV. 498,93,1001729
BONPLAND 891,111,1003869
BONPLAND 891,93,1003869
ELCANO AV. 4603,44,1004183
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",92,1006945
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",50,1006944
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",6,1006944
LAS HERAS GENERAL AV. 2033,60,1000414
LAS HERAS GENERAL AV. 2035,10,1000416
LAS HERAS GENERAL AV. 2035,59,1000416
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",70,1006946
GUZMAN AV. nan,78,1003860
GUZMAN AV. nan,93,1003860
GUIDO 1830,17,1004570
PUEYRREDON AV. 1853,118,1000968
PUEYRREDON AV. 1853,41,1000968
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",106,1006927
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",70,1006927
ELCANO AV. nan,111,1004189
BILLINGHURST 1787,128,1000491
BILLINGHURST 1787,92,1000491
RODRIGUEZ PEÑA 1814,124,1000529
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",150,1006947
DORREGO AV. y VERA sobre el metrobus,108,4181
"ARTIGAS, JOSE GERVASIO, GRAL. 3804",110,1003470
"ARTIGAS, JOSE GERVASIO, GRAL. 3804",87,1003470
GODOY CRUZ 1371,34,1003906
"MANSILLA, LUCIO NORBERTO, GENERAL 3789",188,1000250
"ARENAL, CONCEPCION y CORRIENTES AV. sobre el metrobus",19,4132
"ARENAL, CONCEPCION y CORRIENTES AV. sobre el metrobus",42,4132
"ARENAL, CONCEPCION y CORRIENTES AV. sobre el metrobus",90,4132
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",101,1006948
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",132,1006926
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",9,1006926
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",100,1006996
"ALVAREZ, JULIAN 1918",36,1000266
LAS HERAS GENERAL AV. 2024,101,1000543
LAS HERAS GENERAL AV. 2024,60,1000543
GUZMAN AV. nan,42,1003861
GUZMAN AV. nan,65,1003861
GUZMAN AV. nan,71,1003861
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",101,1006925
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",28,1006925
ANTARTIDA ARGENTINA AV. y SAN MARTIN sobre el metrobus,129,4154
ELCANO AV. 4622,47,1004178
ELCANO AV. nan,63,1004181
GAVILAN 3508,123,1003475
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",115,1006998
ELCANO AV. 4637,44,1004180
ELCANO AV. 4637,47,1004182
ELCANO AV. 4637,63,1004182
SANCHEZ DE BUSTAMANTE y SANTA FE AV. sobre el metrobus,194,4156
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",23,1006997
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",45,1006997
URIARTE 1210,34,1000321
SANTA FE AV. 3091,29,1000223
SANTA FE AV. 3091,64,1000223
CHORROARIN AV. 591,133,1004156
COSTA RICA 4408,39,1000167
HONDURAS 4795,39,1000144
ELCANO AV. 4566,111,1004174
ELCANO AV. 4566,123,1004174
ELCANO AV. 4566,78,1004174
ELCANO AV. 4647,123,1004179
ELCANO AV. 4647,78,1004179
ELCANO AV. 4638,44,1004175
ELCANO AV. 4638,63,1004176
LAS HERAS GENERAL AV. 1989,110,1000412
GUZMAN AV. nan,111,1003862
GUZMAN AV. nan,176,1003862
GUZMAN AV. nan,93,1003862
CALLAO AV. 1691,60,1000634
LLERENA 3197,111,1004134
QUIROS 2997,113,1004155
QUIROS 2997,133,1004155
ELCANO AV. 4646,44,1004177
ELCANO AV. 4646,63,1004177
"MISTRAL, GABRIELA 3291",87,1004682
"ARENAL, CONCEPCION y CORRIENTES AV. sobre el metrobus",108,4174
"ARENAL, CONCEPCION y CORRIENTES AV. sobre el metrobus",111,4174
"ARENAL, CONCEPCION y CORRIENTES AV. sobre el metrobus",93,4174
DEL CAMPO AV. 1318,111,1004161
DEL CAMPO AV. 1318,123,1004161
"MARTINEZ ZUVIRIA, GUSTAVO, y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",33,14682
DE LOS CONSTITUYENTES AV. 3308,111,1004136
"BEIRO, FRANCISCO AV. 2220",80,1003459
"BEIRO, FRANCISCO AV. 2220",87,1003459
"LOPEZ, VICENTE 1857",60,1000659
"MARTINEZ ZUVIRIA, GUSTAVO, nan",126,1006910
"MARTINEZ ZUVIRIA, GUSTAVO, nan",126,1006911
"MARTINEZ ZUVIRIA, GUSTAVO, nan",129,1006913
ANTARTIDA ARGENTINA AV. y SAN MARTIN sobre el metrobus,22,4353
ANTARTIDA ARGENTINA AV. y SAN MARTIN sobre el metrobus,45,4353
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",45,1006924
"PELLEGRINI, CARLOS y POSADAS sobre el metrobus",100,4201
"PELLEGRINI, CARLOS y POSADAS sobre el metrobus",67,4201
"PELLEGRINI, CARLOS y POSADAS sobre el metrobus",70,4201
GASCON 1693,160,1000275
GASCON 1693,36,1000275
CORDOBA AV. 5171,140,1000088
CORDOBA AV. 5173,151,1000089
CORDOBA AV. 5173,168,1000089
CAMPILLO 3114,111,1004139
LADINES y SAN MARTIN AV. sobre el metrobus,123,20673
LADINES y SAN MARTIN AV. sobre el metrobus,176,20673
LADINES y SAN MARTIN AV. sobre el metrobus,57,20673
LADINES y SAN MARTIN AV. sobre el metrobus,78,20673
LADINES y SAN MARTIN AV. sobre el metrobus,87,20673
"FITZ ROY y RAMIREZ DE VELASCO, JUAN sobre el metrobus",19,4208
"MARTINEZ ZUVIRIA, GUSTAVO, nan",129,1006914
SANTA FE AV. 3054,64,1000153
SANTA FE AV. 3054,68,1000153
"SALGUERO, JERONIMO 1697",39,1000253
"JUSTO, JUAN B. AV. sobre el metrobus",166,4214
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",9,1006923
"MARTINEZ ZUVIRIA, GUSTAVO, nan",20,1006909
"CARRIL, SALVADOR MARIA DEL AV. 2899",108,1004674
NAZCA 4128,110,1004761
SANTA FE AV. 3029,111,1000142
SANTA FE AV. 3029,39,1000142
"SCALABRINI ORTIZ, RAUL AV. 1628",141,1000599
"SCALABRINI ORTIZ, RAUL AV. 1628",15,1000599
MEDRANO 1622,160,1000254
LAS HERAS GENERAL AV. 1950,102,1000526
LAS HERAS GENERAL AV. 1950,110,1000526
"BEIRO, FRANCISCO AV. 2295",80,1003474
GRIVEO 3659,107,1005530
THAMES 1220,55,1000664
"MARTINEZ ZUVIRIA, GUSTAVO, nan",129,1006912
SANTA FE AV. 3030,12,1000157
SANTA FE AV. 3030,39,1000157
JUNIN 1510,101,1000774
"SCALABRINI ORTIZ, RAUL AV. 1606",110,1000598
"SCALABRINI ORTIZ, RAUL AV. 1606",57,1000598
"RAMOS MEJIA, JOSE MARIA, DR. AV. nan",143,1006922
BUCARELLI y CHORROARIN AV. sobre el metrobus,113,4236
"VEGA, NICETO, CNEL. 5026",140,1000112
"MARTINEZ ZUVIRIA, GUSTAVO, nan",129,1006915
"NEWBERY, JORGE AV. nan",112,1003851
"NEWBERY, JORGE AV. nan",47,1003851
BONPLAND y DORREGO AV. sobre el metrobus,108,14245
BONPLAND y DORREGO AV. sobre el metrobus,111,14245
BONPLAND y DORREGO AV. sobre el metrobus,93,14245
ZAMUDIO 3597,110,1003473
ZAMUDIO 3597,87,1003473
"MARTINEZ ZUVIRIA, GUSTAVO, y SAN MARTIN sobre el metrobus",20,14681
"MARTINEZ ZUVIRIA, GUSTAVO, y SAN MARTIN sobre el metrobus",33,14681
AUSTRIA y SANTA FE AV. sobre el metrobus,194,4251
"VEGA, NICETO, CNEL. 5002",151,1000113
"VEGA, NICETO, CNEL. 5002",168,1000113
"CARRIL, SALVADOR MARIA DEL AV. 2916",176,1004676
NAZCA 4069,110,1003465
AYACUCHO y LAS HERAS GENERAL AV. sobre el metrobus,37,4260
"LOPEZ, CARLOS ANTONIO 3593",114,1005535
"GILARDI, GILARDO nan",108,1006920
"GILARDI, GILARDO nan",92,1006920
PARAGUAY 3708,111,1000245
PARAGUAY 3708,188,1000245
SANTA FE AV. 2984,152,1000159
DEL LIBERTADOR AV. y ESMERALDA sobre el metrobus,129,4397
DEL LIBERTADOR AV. y ESMERALDA sobre el metrobus,130,4397
DEL LIBERTADOR AV. y ESMERALDA sobre el metrobus,152,4397
DEL LIBERTADOR AV. y ESMERALDA sobre el metrobus,62,4397
DEL LIBERTADOR AV. y ESMERALDA sobre el metrobus,92,4397
DEL LIBERTADOR AV. y ESMERALDA sobre el metrobus,93,4397
"GILARDI, GILARDO nan",152,1006921
"GILARDI, GILARDO y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",129,4261
"GILARDI, GILARDO y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",195,4261
PUEYRREDON AV. 1730,118,1001018
PUEYRREDON AV. 1730,41,1001018
PUEYRREDON AV. 1730,62,1001018
COSTA RICA 4242,39,1000168
"GILARDI, GILARDO nan",115,1006919
"GILARDI, GILARDO nan",7,1006919
"MANSILLA, LUCIO NORBERTO, GENERAL 3595",188,1000248
SANTA FE AV. 2955,12,1000139
SANTA FE AV. 2955,152,1000139
SANTA FE AV. 2955,68,1000139
CORRIENTES AV. nan,76,1003847
LAS HERAS GENERAL AV. 1878,101,1000544
LAS HERAS GENERAL AV. 1878,108,1000544
"SCALABRINI ORTIZ, RAUL AV. 1581",110,1000285
"SCALABRINI ORTIZ, RAUL AV. 1581",141,1000285
"NEWBERY, JORGE AV. 4320",112,1003859
"NEWBERY, JORGE AV. 4320",47,1003859
"DIAZ, CNEL. AV. 1730",111,1000480
"DIAZ, CNEL. AV. 1730",29,1000480
CORRIENTES AV. nan,71,1003848
AYACUCHO 1583,60,1001047
"GILARDI, GILARDO nan",132,1006917
"GILARDI, GILARDO nan",26,1006917
"GILARDI, GILARDO nan",132,1006916
"HUMBOLDT y RAMIREZ DE VELASCO, JUAN sobre el metrobus",127,4290
"HUMBOLDT y RAMIREZ DE VELASCO, JUAN sobre el metrobus",90,4290
DORREGO AV. 861,111,1003867
MOSCONI GENERAL AV. 3512,87,1005540
"DIAZ, CNEL. AV. 1718",128,1000483
"DIAZ, CNEL. AV. 1718",39,1000483
"DIAZ, CNEL. AV. 1718",92,1000483
"PAZ, GRAL. AV. sobre el metrobus",21,15939
"PAZ, GRAL. AV. sobre el metrobus",28,15939
"ARTIGAS, JOSE GERVASIO, GRAL. 3612",110,1003468
"ARTIGAS, JOSE GERVASIO, GRAL. 3612",87,1003468
CALLAO AV. 1555,60,1000633
CORRIENTES AV. nan,90,1003849
ELCANO 4736,78,1004162
CORRIENTES AV. nan,127,1003850
CORRIENTES AV. nan,65,1003850
GUZMAN AV. nan,108,1003863
GUZMAN AV. nan,111,1003863
GUZMAN AV. nan,176,1003863
GUZMAN AV. nan,93,1003863
CALLAO AV. 1541,102,1000632
CALLAO AV. 1541,110,1000632
"URIBURU JOSE E., PRES. 1489",101,1004569
"URIBURU JOSE E., PRES. 1489",95,1004569
DE LOS CONSTITUYENTES AV. y VIRREYES sobre el metrobus,113,76
DE LOS CONSTITUYENTES AV. y VIRREYES sobre el metrobus,133,76
DORREGO AV. 825,108,1003866
DORREGO AV. 825,93,1003866
GUIDO 1624,102,1000777
GUIDO 1624,17,1000777
GUIDO 1624,60,1000777
CORDOBA AV. 4995,140,1000087
CORDOBA AV. 4995,151,1000087
CORDOBA AV. 4995,168,1000087
LAS HERAS GENERAL AV. 1840,37,1000528
"HONDURAS y SCALABRINI ORTIZ, RAUL AV. sobre el metrobus",15,4311
"GILARDI, GILARDO y MADERO, EDUARDO AV. sobre el metrobus",126,14352
"CHIVILCOY AV. y PAZ, GRAL. AV. sobre el metrobus",21,4315
"CHIVILCOY AV. y PAZ, GRAL. AV. sobre el metrobus",28,4315
ALVEAR AV. y CERRITO sobre el metrobus,129,4318
ALVEAR AV. y CERRITO sobre el metrobus,67,4318
COSTA RICA 4018,39,1000255
MOSCONI GENERAL AV. y SAN MARTIN AV. sobre el metrobus,123,20672
MOSCONI GENERAL AV. y SAN MARTIN AV. sobre el metrobus,176,20672
MOSCONI GENERAL AV. y SAN MARTIN AV. sobre el metrobus,57,20672
MOSCONI GENERAL AV. y SAN MARTIN AV. sobre el metrobus,78,20672
MOSCONI GENERAL AV. y SAN MARTIN AV. sobre el metrobus,87,20672
JUNIN 1414,101,1000654
JUNIN 1414,60,1000654
HONDURAS 4583,39,1000143
SERRANO 1185,55,1003902
CUENCA y HABANA sobre el metrobus,176,4343
CORRIENTES AV. y DORREGO AV. sobre el metrobus,42,4340
GALLO y GUEMES sobre el metrobus,194,4344
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1368",45,1007009
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1368",7,1007009
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1366",28,1007008
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1366",6,1007008
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1366",50,1007010
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1366",56,1007010
GUZMAN AV. nan,42,1003864
"LOPEZ, VICENTE 1695",101,1000661
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1358",33,1007007
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1358",9,1007007
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1358",115,1007011
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1358",132,1007011
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1358",26,1007011
DEL CAMPO AV. nan,44,1004173
DEL CAMPO AV. nan,63,1004173
"MADERO, EDUARDO AV. y SAN MARTIN sobre el metrobus",33,14377
"MADERO, EDUARDO AV. y SAN MARTIN sobre el metrobus",50,14377
"PAZ, GRAL. AV. sobre el metrobus",161,4747
"PAZ, GRAL. AV. sobre el metrobus",28,4747
CALLAO AV. y LAS HERAS GENERAL AV. sobre el metrobus,108,4350
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1348",100,1007001
DEL CAMPO AV. nan,47,1004172
DEL CAMPO AV. nan,63,1004172
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1336",70,1007002
BASAVILBASO y DEL LIBERTADOR AV. sobre el metrobus,100,4461
BASAVILBASO y DEL LIBERTADOR AV. sobre el metrobus,61,4461
BASAVILBASO y DEL LIBERTADOR AV. sobre el metrobus,70,4461
PUEYRREDON AV. 1674,62,1001022
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1330",106,1007006
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1330",150,1007006
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1330",5,1007012
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1330",91,1007012
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1328",75,1007003
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1316",101,1007004
"LOPEZ, CARLOS ANTONIO y SAN NICOLAS sobre el metrobus",87,4365
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1310",101,1007005
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1310",108,1007005
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1310",152,1007005
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1310",143,1007013
"RAMOS MEJIA, JOSE MARIA, DR. AV. 1310",22,1007013
PUEYRREDON AV. 1673,118,1001159
PUEYRREDON AV. 1673,61,1001159
"PAZ, GRAL. AV. COLECTORA nan",117,1005787
DEL CAMPO AV. 1106,44,1004164
DEL CAMPO AV. 1106,47,1004164
DEL CAMPO AV. 1106,63,1004164
JUNCAL 2304,95,1001037
CALLAO AV. 1487,124,1000631
CALLAO AV. 1487,17,1000631
"VEGA, NICETO, CNEL. 4826",151,1000115
"VEGA, NICETO, CNEL. 4826",168,1000115
"VEGA, NICETO, CNEL. 4818",140,1000117
SANTA FE AV. 2851,64,1000136
CASTILLO y THAMES sobre el metrobus,55,4370
"DARWIN y RAMIREZ DE VELASCO, JUAN sobre el metrobus",19,4371
"BEIRO, FRANCISCO AV. 2497",80,1003467
"GILARDI, GILARDO y SAN MARTIN sobre el metrobus",101,4522
"GILARDI, GILARDO y SAN MARTIN sobre el metrobus",106,4522
"GILARDI, GILARDO y SAN MARTIN sobre el metrobus",143,4522
"GILARDI, GILARDO y SAN MARTIN sobre el metrobus",150,4522
"GILARDI, GILARDO y SAN MARTIN sobre el metrobus",22,4522
"GILARDI, GILARDO y SAN MARTIN sobre el metrobus",23,4522
"GILARDI, GILARDO y SAN MARTIN sobre el metrobus",28,4522
"GILARDI, GILARDO y SAN MARTIN sobre el metrobus",5,4522
"GILARDI, GILARDO y SAN MARTIN sobre el metrobus",50,4522
"GILARDI, GILARDO y SAN MARTIN sobre el metrobus",56,4522
"GILARDI, GILARDO y SAN MARTIN sobre el metrobus",70,4522
"GILARDI, GILARDO y SAN MARTIN sobre el metrobus",9,4522
"GILARDI, GILARDO y SAN MARTIN sobre el metrobus",91,4522
GUZMAN AV. nan,65,1003865
FERNANDEZ DE ENCISO 4677,107,1005510
FERNANDEZ DE ENCISO 4677,114,1005510
"CARRIL, SALVADOR MARIA DEL AV. 3091",108,1004678
"BEIRO, FRANCISCO AV. 2510",110,1003460
"BEIRO, FRANCISCO AV. 2510",80,1003460
"GORRITI y SCALABRINI ORTIZ, RAUL AV. sobre el metrobus",57,4385
"AGUIRRE y JUSTO, JUAN B. AV. sobre el metrobus",34,20286
"CARRIL, SALVADOR MARIA DEL AV. y HELGUERA sobre el metrobus",123,14697
"CARRIL, SALVADOR MARIA DEL AV. y HELGUERA sobre el metrobus",176,14697
AGUIRRE 1081,19,1003644
BILLINGHURST 1593,128,1000488
BILLINGHURST 1593,92,1000488
CONCORDIA y SAN MARTIN AV. sobre el metrobus,123,4401
CONCORDIA y SAN MARTIN AV. sobre el metrobus,176,4401
NAZCA 3855,110,1003466
JUNCAL 2210,95,1001038
"CARRIL, SALVADOR MARIA DEL AV. 3108",108,1004679
CAMPANA y HABANA sobre el metrobus,108,4412
CAMPANA y HABANA sobre el metrobus,123,4412
LAPRIDA y SANTA FE AV. sobre el metrobus,194,4415
"LAS HERAS, GENERAL y RODRIGUEZ PEÑA sobre el metrobus",108,4416
MEDRANO 1412,160,1000256
BALBOA y PAZ SOLDAN sobre el metrobus,78,4414
CHORROARIN AV. y SENDERO SIN NOMBRE OFICIAL - PUENTE SOBRE VIAS ALT. CHORROARIN 400 sobre el metrobus,113,14700
"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",129,4423
"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",130,4423
"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",152,4423
"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",195,4423
"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",23,4423
"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",62,4423
"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",92,4423
"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV. sobre el metrobus",93,4423
NAZCA 3806,110,1003464
"NEWBERY, JORGE AV. nan",47,1003853
GUIDO nan,17,1001695
"LIBERTAD y QUINTANA, MANUEL, PRES. sobre el metrobus",75,4431
"BEIRO, FRANCISCO AV. sobre el metrobus",110,14706
JUNCAL 1429,60,1000395
"NEWBERY, JORGE AV. 4506",112,1003858
"NEWBERY, JORGE AV. 4506",47,1003858
JUNCAL 917,101,1001725
JUNCAL 887,70,1002050
JUNCAL y URUGUAY sobre el metrobus,75,4452
9 DE JULIO AV. y JUNCAL sobre el metrobus,129,4455
9 DE JULIO AV. y JUNCAL sobre el metrobus,67,4455
9 DE JULIO AV. y JUNCAL sobre el metrobus,75,4455
"JUNCAL y PELLEGRINI, CARLOS sobre el metrobus",100,4456
"JUNCAL y PELLEGRINI, CARLOS sobre el metrobus",67,4456
"JUNCAL y PELLEGRINI, CARLOS sobre el metrobus",70,4456
JUNIN 1314,101,1000649
JUNIN 1314,60,1000649
"DIAZ, CNEL. AV. 1510",128,1000486
"DIAZ, CNEL. AV. 1510",39,1000486
"DIAZ, CNEL. AV. 1510",92,1000486
LAS HERAS GENERAL AV. 1648,101,1000405
GALLO 1495,29,1000731
"CUBAS, JOSE y SAN MARTIN AV. sobre el metrobus",123,20671
"CUBAS, JOSE y SAN MARTIN AV. sobre el metrobus",176,20671
"CUBAS, JOSE y SAN MARTIN AV. sobre el metrobus",57,20671
"CUBAS, JOSE y SAN MARTIN AV. sobre el metrobus",78,20671
PARAGUAY 3408,111,1000247
PARAGUAY 3408,188,1000247
HONDURAS 4383,39,1001745
"URIBURU JOSE E., PRES. 1295",101,1001049
"URIBURU JOSE E., PRES. 1295",95,1001049
CALLAO AV. 1381,37,1000629
CALLAO AV. 1381,59,1000629
SANTA FE AV. 2738,64,1000163
SANTA FE AV. 2738,68,1000163
GASCON 1483,36,1000277
CORRIENTES AV. 6020,19,1003883
CORRIENTES AV. 6020,90,1003883
CORRIENTES AV. 6016,65,1003884
"MANSILLA, LUCIO NORBERTO, GENERAL y SANCHEZ DE BUSTAMANTE sobre el metrobus",188,4528
ESMERALDA 1271,152,1001732
"PAZ, GRAL. AV. COLECTORA nan",117,1005795
SANTA FE AV. 2722,152,1000166
SANTA FE AV. 2722,194,1000166
DEL LIBERTADOR AV. nan,100,1002858
DEL LIBERTADOR AV. nan,92,1002858
"SCALABRINI ORTIZ, RAUL AV. 1270",110,1000596
"LADINES y PAZ, GRAL. AV. sobre el metrobus",21,4490
"LADINES y PAZ, GRAL. AV. sobre el metrobus",28,4490
URUGUAY 1276,102,1000180
"SCALABRINI ORTIZ, RAUL AV. 1271",106,1000283
"SCALABRINI ORTIZ, RAUL AV. 1271",141,1000283
"SCALABRINI ORTIZ, RAUL AV. 1271",15,1000283
"SCALABRINI ORTIZ, RAUL AV. 1265",110,1000281
"SCALABRINI ORTIZ, RAUL AV. 1265",57,1000281
SANTA FE AV. 2687,152,1000128
SANTA FE AV. 2687,68,1000128
HABANA y SAN MARTIN AV. sobre el metrobus,176,81
"VEGA, NICETO, CNEL. 4620",151,1000119
