DIRE,LINEA,STOP_ID
RIVADAVIA AV. 8016,136,1005922
RIVADAVIA AV. 8016,163,1005922
RIVADAVIA AV. 8016,2,1005922
RIVADAVIA AV. 8016,96,1005922
REGIMIENTO DE PATRICIOS AV. 306,93,1005285
RIVADAVIA AV. 8038,63,1005923
BARADERO y RIVADAVIA AV. sobre el metrobus,104,209
BARADERO y RIVADAVIA AV. sobre el metrobus,113,209
BARADERO y RIVADAVIA AV. sobre el metrobus,5,209
BARADERO y RIVADAVIA AV. sobre el metrobus,8,209
SALTA 2186,134,1006511
SALTA 2186,95,1006511
CURAPALIGUE 783,44,1003235
"BROWN, ALTE. AV. y VALLE, ARISTOBULO DEL sobre el metrobus",8,14964
REGIMIENTO DE PATRICIOS AV. 312,22,1005284
REGIMIENTO DE PATRICIOS AV. 312,46,1005284
COMBATE DE LOS POZOS y RONDEAU sobre el metrobus,133,9887
COMBATE DE LOS POZOS y RONDEAU sobre el metrobus,150,9887
"PERON, EVA AV. y SENDERO PARQUE CHACABUCO (NO OFICIAL) sobre el metrobus",103,9882
"PERON, EVA AV. y SENDERO PARQUE CHACABUCO (NO OFICIAL) sobre el metrobus",56,9882
"MORENO, JOSE MARIA AV. 1226",135,1003155
"MORENO, JOSE MARIA AV. 1226",25,1003155
"MORENO, JOSE MARIA AV. 1226",42,1003155
"JUSTO, JUAN B. AV. y VIRGILIO sobre el metrobus",172,548
REGIMIENTO DE PATRICIOS AV. 322,24,1005283
REGIMIENTO DE PATRICIOS AV. 322,74,1005283
15 DE NOVIEMBRE DE 1889 2393,134,1004390
15 DE NOVIEMBRE DE 1889 2393,95,1004390
"VALLE, ARISTOBULO DEL 408",86,1006484
"PAZ, GRAL. AV. COLECTORA 576",21,1004430
SAN PEDRITO AV. 187,76,1002643
ITUZAINGO y PARACAS sobre el metrobus,45,14968
"MONTES DE OCA, MANUEL 391",154,1005118
"MONTES DE OCA, MANUEL 391",17,1005118
"MONTES DE OCA, MANUEL 391",98,1005118
"PERON, EVA AV. 1475",103,1003827
"PERON, EVA AV. 1475",97,1003827
MALVINAS ARGENTINAS 806,44,1003169
REGIMIENTO DE PATRICIOS AV. 338,39,1005282
"MARGARIÑOS CERVANTES, A. 5497",47,1004854
ENSENADA y RIVADAVIA AV. sobre el metrobus,49,210
ENSENADA y RIVADAVIA AV. sobre el metrobus,86,210
ENSENADA y RIVADAVIA AV. sobre el metrobus,88,210
ENSENADA y RIVADAVIA AV. sobre el metrobus,92,210
"CASEROS AV. y SAENZ PEÑA, LUIS, PRES. sobre el metrobus",65,9932
"CASEROS AV. y SAENZ PEÑA, LUIS, PRES. sobre el metrobus",95,9932
"FALCON, RAMON L.,CNEL. y PORTELA sobre el metrobus",55,9927
"ALBERDI, JUAN BAUTISTA AV. 2883",180,1002690
"PERON, EVA AV. y PRIMERA JUNTA sobre el metrobus",97,212
BRASIL y DEAN FUNES sobre el metrobus,6,9936
BRASIL y DEAN FUNES sobre el metrobus,97,9936
"AGUARIBAY y PAZ, GRAL. AV. sobre el metrobus",28,9940
RIVADAVIA AV. 8251,136,1006026
RIVADAVIA AV. 8251,163,1006026
MATHEU 2004,95,1004653
"JUSTO, JUAN B. AV. sobre el metrobus",166,20290
"JUSTO, JUAN B. AV. sobre el metrobus",172,20290
"JUSTO, JUAN B. AV. sobre el metrobus",34,20290
"JUSTO, JUAN B. AV. sobre el metrobus",99,20290
"BRIN, MINISTRO 1087",168,1007076
RIVADAVIA AV. 8253,2,1006028
RIVADAVIA AV. 8253,96,1006028
BRANDSEN 199,168,1007151
CASTRO 1704,160,1001506
CASTRO 1704,75,1001506
"MONTES DE OCA, MANUEL AV. y USPALLATA sobre el metrobus",168,9954
"MONTES DE OCA, MANUEL AV. y USPALLATA sobre el metrobus",60,9954
RIVADAVIA AV. 8261,1,1006033
RIVADAVIA AV. 8261,8,1006033
RIVADAVIA AV. 8261,86,1006033
"MONTES DE OCA, MANUEL 402",154,1005119
RIVADAVIA AV. 8220,113,1006304
RIVADAVIA AV. 8220,92,1006304
15 DE NOVIEMBRE DE 1889 2487,118,1004389
NECOCHEA 1010,168,1006480
"ALBERDI, JUAN BAUTISTA AV. y SAN PEDRITO AV. sobre el metrobus",126,9955
"ALBERDI, JUAN BAUTISTA AV. y SAN PEDRITO AV. sobre el metrobus",88,9955
"PAZ, GRAL. AV. COLECTORA 10110",21,1004431
"PAZ, GRAL. AV. COLECTORA nan",21,1007348
REGIMIENTO DE PATRICIOS AV. 374,24,1005281
REGIMIENTO DE PATRICIOS AV. 374,70,1005281
REGIMIENTO DE PATRICIOS AV. 365,70,1005303
REGIMIENTO DE PATRICIOS AV. 365,74,1005303
CARRASCO AV. 291,107,1005400
IRIGOYEN 699,47,1004819
"HORNOS, GRAL. y USPALLATA sobre el metrobus",148,9968
"HORNOS, GRAL. y USPALLATA sobre el metrobus",51,9968
RIVADAVIA AV. 8240,49,1006306
"ALCORTA, AMANCIO AV. nan",59,1006523
BAHIA BLANCA y RIVADAVIA AV. sobre el metrobus,1,216
BAHIA BLANCA y RIVADAVIA AV. sobre el metrobus,104,216
BAHIA BLANCA y RIVADAVIA AV. sobre el metrobus,136,216
BAHIA BLANCA y RIVADAVIA AV. sobre el metrobus,2,216
BAHIA BLANCA y RIVADAVIA AV. sobre el metrobus,5,216
BAHIA BLANCA y RIVADAVIA AV. sobre el metrobus,63,216
BAHIA BLANCA y RIVADAVIA AV. sobre el metrobus,85,216
"GARCIA, JUAN AGUSTIN y JUSTO, JUAN B. AV. sobre el metrobus",166,20271
"GARCIA, JUAN AGUSTIN y JUSTO, JUAN B. AV. sobre el metrobus",172,20271
"GARCIA, JUAN AGUSTIN y JUSTO, JUAN B. AV. sobre el metrobus",34,20271
"GARCIA, JUAN AGUSTIN y JUSTO, JUAN B. AV. sobre el metrobus",99,20271
"RODRIGUEZ, MARTIN y VALLE, ARISTOBULO DEL sobre el metrobus",86,9983
"ALCORTA, AMANCIO AV. nan",46,1006520
CAMARONES 5720,47,1004853
SAN PEDRITO AV. 216,76,1002662
"ALCORTA, AMANCIO AV. nan",59,1006521
ALBERTI 2008,118,1004657
"ALCORTA, AMANCIO AV. nan",46,1006522
"HORNOS, GRAL. 518",129,1006486
"HORNOS, GRAL. 518",98,1006486
RIVADAVIA AV. 8379,113,1006046
RIVADAVIA AV. 8393,92,1006364
RIVADAVIA AV. 8306,36,1006309
RIVADAVIA AV. 8306,5,1006309
RIVADAVIA AV. 8306,8,1006309
ENTRE RIOS AV. 2168,150,1001988
ENTRE RIOS AV. 2168,37,1001988
ENTRE RIOS AV. 2168,133,1004450
ENTRE RIOS AV. 2168,50,1004450
DIRECTORIO AV. 2406,126,1002676
DIRECTORIO AV. 2406,180,1002676
15 DE NOVIEMBRE DE 1889 2593,134,1004388
15 DE NOVIEMBRE DE 1889 2593,95,1004388
DEAN FUNES 1935,188,1004383
DIRECTORIO AV. 2424,88,1002675
CARRASCO AV. 210,107,1005399
CARABOBO AV. 610,132,1002494
CARABOBO AV. 610,133,1002494
BRASIL y LA RIOJA sobre el metrobus,97,10006
LA PLATA AV. y SANTANDER sobre el metrobus,112,10007
LA PLATA AV. y SANTANDER sobre el metrobus,85,10007
"MITRE, EMILIO 1112",134,1003173
"MITRE, EMILIO 1112",26,1003173
ASAMBLEA AV. 487,134,1003541
ENTRE RIOS AV. 2178,150,1004531
ENTRE RIOS AV. 2178,37,1004531
RIVADAVIA AV. 8348,63,1006311
"GARCIA, MARTIN AV. 851",168,1005351
RIVADAVIA AV. 8425,1,1006365
RIVADAVIA AV. 8425,2,1006365
CHIVILCOY y RIVADAVIA AV. sobre el metrobus,163,217
CHIVILCOY y RIVADAVIA AV. sobre el metrobus,49,217
CHIVILCOY y RIVADAVIA AV. sobre el metrobus,86,217
DIRECTORIO AV. 2448,180,1002182
ENTRE RIOS AV. 2189,37,1004442
MAZA 1910,115,1001564
MAZA 1910,165,1001564
MERCEDES 10,114,1005685
"MONTES DE OCA, MANUEL 454",133,1005122
CASEROS AV. 1900,65,1006527
CASEROS AV. 1900,91,1006527
"CARRILLO, RAMON, DR. 143",79,1006516
"CARRILLO, RAMON, DR. 143",95,1006516
"MORENO, JOSE MARIA AV. 1293",25,1003149
"MORENO, JOSE MARIA AV. 1293",42,1003149
"CARRILLO, RAMON, DR. 153",134,1006518
"CARRILLO, RAMON, DR. 153",25,1006518
CASEROS AV. 1920,28,1006529
CASEROS AV. 1920,9,1006529
CASEROS AV. 1920,95,1006529
BRASIL y LA RIOJA sobre el metrobus,6,20359
BRASIL y LA RIOJA sobre el metrobus,97,20359
MADERO y MADRID sobre el metrobus,106,10031
RIVADAVIA AV. 8384,85,1005928
CASEROS AV. 1928,134,1006530
CASEROS AV. 1928,25,1006530
RIVADAVIA AV. y SEGUROLA AV. sobre el metrobus,136,10034
RIVADAVIA AV. y SEGUROLA AV. sobre el metrobus,163,10034
RIVADAVIA AV. y SEGUROLA AV. sobre el metrobus,8,10034
RIVADAVIA AV. y SEGUROLA AV. sobre el metrobus,86,10034
RIVADAVIA AV. y SEGUROLA AV. sobre el metrobus,88,10034
PALOS 300,8,1006485
PALOS 300,86,1006485
"HUGO, VICTOR y JUSTO, JUAN B. AV. sobre el metrobus",172,14371
"BROWN, ALTE. AV. 1037",152,1005654
"BROWN, ALTE. AV. 1037",25,1005654
GANA y MADRID sobre el metrobus,109,10048
REGIMIENTO DE PATRICIOS AV. 437,24,1005305
REGIMIENTO DE PATRICIOS AV. 437,46,1005305
COMBATE DE LOS POZOS 2193,25,1004393
COMBATE DE LOS POZOS 2193,28,1004393
COMBATE DE LOS POZOS 2193,9,1004393
COMBATE DE LOS POZOS 2193,65,1004394
COMBATE DE LOS POZOS 2193,91,1004394
COMBATE DE LOS POZOS 2193,95,1004394
MAZA 1926,128,1001560
MAZA 1926,23,1001560
PEDERNERA 402,132,1002491
BOEDO AV. y SALCEDO sobre el metrobus,134,10052
BOEDO AV. y SALCEDO sobre el metrobus,23,10052
MERCEDES y RIVADAVIA AV. sobre el metrobus,104,10054
MERCEDES y RIVADAVIA AV. sobre el metrobus,5,10054
VARELA 395,132,1002606
"URQUIZA, GRAL. 1989",32,1004376
"ALBERDI, JUAN BAUTISTA AV. y MARTI, JOSE sobre el metrobus",141,10060
"ALBERDI, JUAN BAUTISTA AV. y MARTI, JOSE sobre el metrobus",180,10060
"ALBERDI, JUAN BAUTISTA AV. y MARTI, JOSE sobre el metrobus",55,10060
"MADRID y PAZ, GRAL. AV. sobre el metrobus",117,10065
LA RIOJA 1923,101,1004379
LA RIOJA 1923,188,1004379
"BENEDETTI, OSVALDO E., DIP.NAC. y RIVADAVIA AV. sobre el metrobus",104,10261
"BENEDETTI, OSVALDO E., DIP.NAC. y RIVADAVIA AV. sobre el metrobus",136,10261
"BENEDETTI, OSVALDO E., DIP.NAC. y RIVADAVIA AV. sobre el metrobus",96,10261
"BARRAGAN y JUSTO, JUAN B. AV. sobre el metrobus",108,14977
"BARRAGAN y JUSTO, JUAN B. AV. sobre el metrobus",166,14977
"BARRAGAN y JUSTO, JUAN B. AV. sobre el metrobus",172,14977
"BARRAGAN y JUSTO, JUAN B. AV. sobre el metrobus",34,14977
RIVADAVIA AV. 8525,113,1006366
RIVADAVIA AV. 8525,92,1006366
"ACOSTA, MARIANO AV. 24",114,1005387
"BARRAGAN y JUSTO, JUAN B. AV. sobre el metrobus",106,10219
MATHEU y RONDEAU sobre el metrobus,118,10086
BARCO CENTENERA DEL 1293,134,1003145
BARCO CENTENERA DEL 1293,26,1003145
RIVADAVIA AV. 8547,63,1006052
CASEROS AV. 2014,134,1004318
CASEROS AV. 2014,95,1004318
"BRASIL y URQUIZA, GRAL. sobre el metrobus",75,10089
ASAMBLEA AV. 544,4,1003532
ASAMBLEA AV. 544,7,1003532
RIVADAVIA AV. 8506,1,1006313
RIVADAVIA AV. 8506,113,1006313
RIVADAVIA AV. 8506,49,1006313
REGIMIENTO DE PATRICIOS AV. 471,39,1005306
REGIMIENTO DE PATRICIOS AV. 471,93,1005306
"BROWN, ALTE. AV. 1075",33,1005653
"BROWN, ALTE. AV. 1075",64,1005653
"BROWN, ALTE. AV. 1087",29,1005652
"BROWN, ALTE. AV. 1087",53,1005652
"CORTINA y JUSTO, JUAN B. AV. sobre el metrobus",166,20272
"CORTINA y JUSTO, JUAN B. AV. sobre el metrobus",172,20272
"CORTINA y JUSTO, JUAN B. AV. sobre el metrobus",34,20272
"CORTINA y JUSTO, JUAN B. AV. sobre el metrobus",99,20272
CASEROS AV. 2061,150,1004321
CASEROS AV. 2061,50,1004322
RIVADAVIA AV. 8526,2,1006315
RIVADAVIA AV. 8526,36,1006315
RIVADAVIA AV. 8526,92,1006315
GUALEGUAYCHU y RIVADAVIA AV. sobre el metrobus,163,14983
GUALEGUAYCHU y RIVADAVIA AV. sobre el metrobus,49,14983
GUALEGUAYCHU y RIVADAVIA AV. sobre el metrobus,86,14983
RIVADAVIA AV. 8597,96,1006053
RIVADAVIA AV. 8591,1,1006367
DIRECTORIO AV. nan,126,1002673
"GARCIA, MARTIN AV. y MONTES DE OCA, MANUEL AV. sobre el metrobus",133,14984
GANA 454,108,1004555
GANA 454,47,1004555
RIVADAVIA AV. 8550,5,1005932
RIVADAVIA AV. 8550,63,1005932
RIVADAVIA AV. 8550,8,1005932
DIRECTORIO AV. nan,126,1002672
RIVADAVIA AV. 8613,88,1006368
"FRAGUEIRO y JUSTO, JUAN B. AV. sobre el metrobus",106,219
"CAMARONES y JUSTO, JUAN B. AV. sobre el metrobus",166,10114
"CAMARONES y JUSTO, JUAN B. AV. sobre el metrobus",172,10114
"CAMARONES y JUSTO, JUAN B. AV. sobre el metrobus",34,10114
"CAMARONES y JUSTO, JUAN B. AV. sobre el metrobus",99,10114
CASEROS AV. 2074,25,1004319
CASEROS AV. 2074,28,1004319
CASEROS AV. 2074,9,1004319
"CASEROS AV. y GOMEZ, JUAN CARLOS sobre el metrobus",133,10291
"CASEROS AV. y GOMEZ, JUAN CARLOS sobre el metrobus",150,10291
"CASEROS AV. y GOMEZ, JUAN CARLOS sobre el metrobus",65,10291
"CASEROS AV. y GOMEZ, JUAN CARLOS sobre el metrobus",91,10291
DIRECTORIO AV. nan,126,1002180
"PERON, EVA AV. 1649",56,1003545
BOLAÑOS y RIVADAVIA AV. sobre el metrobus,136,10299
BOLAÑOS y RIVADAVIA AV. sobre el metrobus,163,10299
BOLAÑOS y RIVADAVIA AV. sobre el metrobus,8,10299
BOLAÑOS y RIVADAVIA AV. sobre el metrobus,86,10299
"JUSTO, JUAN B. AV. y PAZ, GRAL. AV. sobre el metrobus",53,223
"JUSTO, JUAN B. AV. 9681",166,1004782
"JUSTO, JUAN B. AV. 9681",172,1004782
"JUSTO, JUAN B. AV. 9681",21,1004782
"JUSTO, JUAN B. AV. 9685",166,1004807
"JUSTO, JUAN B. AV. 9685",172,1004807
"REGIMIENTO DE PATRICIOS AV. y VILLAFAÑE, WENCESLAO sobre el metrobus",10,10127
RIVADAVIA AV. 8586,88,1006316
CASEROS AV. 2106,150,1004320
CASEROS AV. 2106,50,1004320
"JUSTO, JUAN B. AV. 9524",166,1004792
"JUSTO, JUAN B. AV. 9524",34,1004792
"JUSTO, JUAN B. AV. 9514",108,1004794
"JUSTO, JUAN B. AV. 9514",172,1004794
"PERON, EVA AV. 1665",103,1003546
"PERON, EVA AV. 1665",97,1003546
"ALCORTA, AMANCIO AV. 1513",59,1006569
"ALBERDI, JUAN BAUTISTA AV. 3257",126,1005915
"ALBERDI, JUAN BAUTISTA AV. 3257",88,1005915
"ALCORTA, AMANCIO AV. 1502",59,1006567
ASAMBLEA AV. 819,4,1003830
ASAMBLEA AV. 819,7,1003830
GOYA y RIVADAVIA AV. sobre el metrobus,104,10143
GOYA y RIVADAVIA AV. sobre el metrobus,136,10143
GOYA y RIVADAVIA AV. sobre el metrobus,182,10143
GOYA y RIVADAVIA AV. sobre el metrobus,96,10143
"JUSTO, JUAN B. AV. y RUIZ DE LOS LLANOS sobre el metrobus",166,10309
"JUSTO, JUAN B. AV. y RUIZ DE LOS LLANOS sobre el metrobus",172,10309
"JUSTO, JUAN B. AV. y RUIZ DE LOS LLANOS sobre el metrobus",34,10309
"JUSTO, JUAN B. AV. y RUIZ DE LOS LLANOS sobre el metrobus",99,10309
"JUSTO, JUAN B. AV. 9604",166,1004790
"JUSTO, JUAN B. AV. 9604",172,1004790
ASAMBLEA AV. 845,134,1003540
ASAMBLEA AV. 845,26,1003540
ASAMBLEA AV. 816,4,1003534
ASAMBLEA AV. 816,7,1003534
JUJUY AV. y RONDEAU sobre el metrobus,118,10160
RIVADAVIA AV. 8675,36,1006055
LA PLATA AV. 1697,15,1001181
LA PLATA AV. 1697,65,1001181
NECOCHEA y SUAREZ sobre el metrobus,46,10167
24 DE NOVIEMBRE y BRASIL sobre el metrobus,32,20358
24 DE NOVIEMBRE y BRASIL sobre el metrobus,75,20358
CASEROS AV. 2175,133,1004324
CASEROS AV. 2175,28,1004324
CASEROS AV. 2175,9,1004324
CASEROS AV. 2175,95,1004324
"HERRERA y SAMPERIO, MANUEL J. sobre el metrobus",148,10169
MADERO 393,109,1006354
MADERO 393,34,1006355
"ALBERDI, JUAN BAUTISTA AV. y PERGAMINO sobre el metrobus",180,10171
"ALBERDI, JUAN BAUTISTA AV. y PERGAMINO sobre el metrobus",86,10171
LA PLATA AV. 1630,112,1001211
LA PLATA AV. 1630,15,1001211
DOLORES y RAFAELA sobre el metrobus,55,10177
RIVADAVIA AV. 8715,5,1006056
RIVADAVIA AV. 8715,96,1006056
BRANDSEN 493,46,1005651
RIVADAVIA AV. 8761,49,1006058
RIVADAVIA AV. 8761,92,1006058
CATAMARCA y RONDEAU sobre el metrobus,134,10196
CURAPALIGUE AV. 1016,44,1003126
"ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL. sobre el metrobus",104,10195
RIVADAVIA AV. 8773,63,1006060
RIVADAVIA AV. 8777,1,1006063
RIVADAVIA AV. 8777,2,1006063
RIVADAVIA AV. 8724,63,1005933
RESERVISTAS ARGENTINOS AV. sobre el metrobus,53,10213
ASAMBLEA AV. 985,4,1003539
ASAMBLEA AV. 985,7,1003539
CASEROS AV. y PICHINCHA sobre el metrobus,50,10210
"CARRILLO, RAMON, DR. 264",100,1006510
"CARRILLO, RAMON, DR. 264",79,1006510
"CARRILLO, RAMON, DR. 264",95,1006510
CUZCO y RESERVISTAS ARGENTINOS AV. sobre el metrobus,28,10212
ASAMBLEA AV. 997,134,1003538
ASAMBLEA AV. 997,26,1003538
CASEROS AV. 2300,25,1004325
CASEROS AV. 2300,9,1004325
CASEROS AV. 2349,150,1004330
CASEROS AV. 2349,91,1004330
CASEROS AV. 2353,133,1004331
CASEROS AV. 2353,9,1004331
OLIVERA AV. y RIVADAVIA AV. sobre el metrobus,104,10366
OLIVERA AV. y RIVADAVIA AV. sobre el metrobus,113,10366
OLIVERA AV. y RIVADAVIA AV. sobre el metrobus,136,10366
OLIVERA AV. y RIVADAVIA AV. sobre el metrobus,163,10366
OLIVERA AV. y RIVADAVIA AV. sobre el metrobus,182,10366
OLIVERA AV. y RIVADAVIA AV. sobre el metrobus,49,10366
OLIVERA AV. y RIVADAVIA AV. sobre el metrobus,86,10366
CASEROS AV. 2385,50,1004332
CASEROS AV. 2385,65,1004332
CASEROS AV. 2385,95,1004332
RIVADAVIA AV. 8823,8,1006065
RIVADAVIA AV. 8823,88,1006065
"PERON, EVA AV. 1722",4,1003520
"PERON, EVA AV. 1722",97,1003520
CASEROS AV. 2356,133,1004326
CASEROS AV. 2356,28,1004326
CASEROS AV. 2391,25,1004333
ENSENADA 189,104,1005385
SAN PEDRITO AV. 387,76,1002652
"BROWN, ALTE. AV. y SUAREZ sobre el metrobus",25,10246
RONDEAU 2824,150,1004530
RONDEAU 2824,91,1004530
"PERON, EVA AV. 1752",103,1003518
"PERON, EVA AV. 1752",56,1003518
CURAPALIGUE AV. 1031,44,1003166
CASEROS AV. y MONASTERIO sobre el metrobus,150,10249
CASEROS AV. y MONASTERIO sobre el metrobus,65,10249
CASEROS AV. y MONASTERIO sobre el metrobus,91,10249
RIVADAVIA AV. 8816,8,1005941
RIVADAVIA AV. 8816,96,1005941
RIVADAVIA AV. 8810,1,1006318
RIVADAVIA AV. 8810,182,1006318
RIVADAVIA AV. 8810,2,1006318
ASAMBLEA AV. 1024,4,1003829
DEAN FUNES 2097,101,1004382
DEAN FUNES 2097,188,1004382
CARABOBO AV. 793,132,1002493
CARABOBO AV. 793,133,1002493
"MITRE, EMILIO 1324",7,1003129
CASTRO BARROS 1895,160,1001498
CASCO y RESERVISTAS ARGENTINOS AV. sobre el metrobus,53,10256
"ALBERDI, JUAN BAUTISTA AV. 3463",126,1005914
"ALBERDI, JUAN BAUTISTA AV. 3463",55,1005914
"BROWN, ALTE. AV. 1222",29,1005638
"BROWN, ALTE. AV. 1222",53,1005638
CASEROS AV. 2420,134,1004327
CASEROS AV. 2420,95,1004327
LACARRA 18,36,1005397
BARCO CENTENERA DEL 1406,26,1003163
BARCO CENTENERA DEL 1406,42,1003163
"CARRILLO, RAMON, DR. 308",25,1006509
LACARRA 22,107,1005396
"MONTES DE OCA, MANUEL 626",102,1005350
"MONTES DE OCA, MANUEL 626",12,1005350
"MONTES DE OCA, MANUEL 626",17,1005350
"REGIMIENTO DE PATRICIOS AV. y VALLE, ARISTOBULO DEL sobre el metrobus",93,10275
LACARRA 26,92,1005687
"MONTES DE OCA, MANUEL 649",12,1005353
"MONTES DE OCA, MANUEL 649",17,1005353
"BENEDETTI, OSVALDO E., DIP.NAC. 107",114,1005394
BRANDSEN 597,25,1005649
BRANDSEN 597,46,1005649
BRANDSEN 597,86,1005649
"CARRILLO, RAMON, DR. 310",134,1006508
"CARRILLO, RAMON, DR. 310",45,1006508
"MORENO, JOSE MARIA AV. 1465",25,1003150
CASEROS AV. 2511,65,1004334
CASEROS AV. 2513,133,1004335
"OLMOS, JUAN FRANCISCO y RIVADAVIA AV. sobre el metrobus",113,10277
"OLMOS, JUAN FRANCISCO y RIVADAVIA AV. sobre el metrobus",163,10277
"OLMOS, JUAN FRANCISCO y RIVADAVIA AV. sobre el metrobus",49,10277
"OLMOS, JUAN FRANCISCO y RIVADAVIA AV. sobre el metrobus",86,10277
"OLMOS, JUAN FRANCISCO y RIVADAVIA AV. sobre el metrobus",88,10277
"ALBERDI, JUAN BAUTISTA AV. y DOLORES sobre el metrobus",180,10280
"ALBERDI, JUAN BAUTISTA AV. y DOLORES sobre el metrobus",88,10280
DIRECTORIO AV. 2914,126,1002670
DIRECTORIO AV. 2914,180,1002670
DIRECTORIO AV. 2914,88,1002670
"MARTINEZ, VICTOR 1321",7,1003130
BOEDO AV. 1827,128,1001546
BOEDO AV. 1827,165,1001546
"BROWN, ALTE. AV. 1254",152,1005637
"BROWN, ALTE. AV. 1254",64,1005637
CASEROS AV. 2543,28,1004337
CASEROS AV. 2543,9,1004337
CASEROS AV. 2547,25,1004338
CASEROS AV. 2547,50,1004338
ASAMBLEA AV. nan,4,1003537
CASEROS AV. 2516,95,1004336
OLIVERA AV. 21,107,1005691
SAN PEDRITO AV. 410,76,1002439
"MORENO, JOSE MARIA AV. 1477",135,1003151
CASEROS AV. 2573,150,1004339
CASEROS AV. 2573,91,1004339
PICHEUTA 1443,26,1003144
CASTRO 1918,160,1001450
CASTRO 1918,75,1001450
PALOS 520,86,1005650
ASAMBLEA AV. 1176,4,1003535
"GARCIA, MANUEL 18",118,1005161
"FALCON, RAMON L.,CNEL. 4110",182,1005688
"BROWN, ALTE. AV. 1281",33,1005635
RONDEAU 3021,133,1004378
RONDEAU 3021,28,1004378
"MONTES DE OCA, MANUEL 695",102,1005354
MORETO y RIVADAVIA AV. sobre el metrobus,1,10333
MORETO y RIVADAVIA AV. sobre el metrobus,104,10333
MORETO y RIVADAVIA AV. sobre el metrobus,136,10333
MORETO y RIVADAVIA AV. sobre el metrobus,163,10333
MORETO y RIVADAVIA AV. sobre el metrobus,182,10333
MORETO y RIVADAVIA AV. sobre el metrobus,86,10333
RIVADAVIA AV. 9023,1,1006068
RIVADAVIA AV. 9025,2,1006072
RIVADAVIA AV. 9025,96,1006072
"ACOSTA, MARIANO AV. 208",114,1005386
CASEROS AV. 2628,150,1004341
CASEROS AV. 2628,91,1004341
"PERON, EVA AV. 1887",103,1003548
"PERON, EVA AV. 1887",97,1003548
"MONTES DE OCA, MANUEL AV. y VALLE, ARISTOBULO DEL sobre el metrobus",60,10358
CASEROS AV. 2644,25,1004342
CASEROS AV. 2644,9,1004342
"JACQUES, AMADEO y MADERO sobre el metrobus",106,10345
CASEROS AV. 2648,134,1004343
"AUTOPISTA PERITO MORENO y CALDERON DE LA BARCA, PEDRO sobre el metrobus",53,10377
"AUTOPISTA PERITO MORENO y CALDERON DE LA BARCA, PEDRO sobre el metrobus",8,10377
"AUTOPISTA PERITO MORENO y CALDERON DE LA BARCA, PEDRO sobre el metrobus",96,10377
CASEROS AV. 2652,65,1004328
CASEROS AV. 2652,91,1004328
"PERON, EVA AV. 1895",4,1003549
"PERON, EVA AV. 1895",56,1003549
"CARRERAS, SANTIAGO DE LAS 33",36,1005690
"CARRERAS, SANTIAGO DE LAS 33",5,1005690
"CARRERAS, SANTIAGO DE LAS 33",92,1005690
REGIMIENTO DE PATRICIOS AV. 660,39,1005279
REGIMIENTO DE PATRICIOS AV. 660,74,1005279
CASEROS AV. 2672,133,1004344
CASEROS AV. 2672,28,1004344
BRANDSEN 697,46,1005648
BERMUDEZ 36,63,1005701
CASEROS AV. 2682,50,1004345
REGIMIENTO DE PATRICIOS AV. 673,70,1005307
REGIMIENTO DE PATRICIOS AV. 673,74,1005307
"GANA y JACQUES, AMADEO sobre el metrobus",109,10353
CASEROS AV. y CATAMARCA sobre el metrobus,133,10354
CASEROS AV. y CATAMARCA sobre el metrobus,28,10354
"MORENO, JOSE MARIA AV. 1506",135,1003154
"MORENO, JOSE MARIA AV. 1506",25,1003154
"HORNOS, GRAL. y VALLE, ARISTOBULO DEL sobre el metrobus",148,10357
"HORNOS, GRAL. y VALLE, ARISTOBULO DEL sobre el metrobus",51,10357
"CARABOBO AV. y RECUERO, CASIMIRO, TTE. CNEL. sobre el metrobus",53,14257
"CARABOBO AV. y RECUERO, CASIMIRO, TTE. CNEL. sobre el metrobus",8,14257
"CARABOBO AV. y RECUERO, CASIMIRO, TTE. CNEL. sobre el metrobus",91,14257
CASEROS AV. 2745,9,1004346
"CARRILLO, RAMON, DR. 357",134,1006507
"CARRILLO, RAMON, DR. 357",25,1006507
"CARRILLO, RAMON, DR. 357",45,1006507
"DAVILA y PERON, EVA AV. sobre el metrobus",91,15012
"MONTES DE OCA, MANUEL AV. y VALLE, ARISTOBULO DEL sobre el metrobus",133,10371
"URQUIZA, GRAL. 2195",32,1004377
OLAVARRIA 412,33,1005634
OLAVARRIA 412,46,1005634
CARDOSO y RIVADAVIA AV. sobre el metrobus,163,10369
CARDOSO y RIVADAVIA AV. sobre el metrobus,86,10369
CASEROS AV. 2761,50,1004347
"BROWN, ALTE. AV. 1322",152,1005628
"BROWN, ALTE. AV. 1322",64,1005628
"DIRECTORIO AV. y MARTI, JOSE sobre el metrobus",55,10375
BATHURST y SANCHEZ DE LORIA AV. sobre el metrobus,32,10380
BATHURST y SANCHEZ DE LORIA AV. sobre el metrobus,75,10380
RIVADAVIA AV. 9064,8,1005768
REGIMIENTO DE PATRICIOS AV. 696,10,1005278
REGIMIENTO DE PATRICIOS AV. 696,70,1005278
THORNE y ZUVIRIA sobre el metrobus,53,10381
THORNE y ZUVIRIA sobre el metrobus,56,10381
THORNE y ZUVIRIA sobre el metrobus,8,10381
